gene_A,gene_B,homology_type,identity_pct
TIGIT,CD300H,gene_family,
TIGIT,CD300LB,gene_family,
TIGIT,CD300LD,gene_family,
TIGIT,CD300LF,gene_family,
TIGIT,CD300LG,gene_family,
TIMD4,TREM2,gene_family,
TIMD4,TREML1,gene_family,
TIMD4,TREML2,gene_family,
TIMD4,TREML4,gene_family,
TIMD4,VPREB3,gene_family,
TIMD4,VSTM2A,gene_family,
TIMD4,VSTM2B,gene_family,
TIMD4,VSTM2L,gene_family,
TIMD4,VSTM4,gene_family,
TIMD4,VSTM5,gene_family,
TIMD4,CD8B2,gene_family,
TIMD4,CD300H,gene_family,
TIMD4,CD300LB,gene_family,
TIMD4,CD300LD,gene_family,
TIMD4,CD300LF,gene_family,
TIMD4,CD300LG,gene_family,
TREM2,TREML1,gene_family,
TREM2,TREML2,gene_family,
TREM2,TREML4,gene_family,
TREM2,VPREB3,gene_family,
TREM2,VSTM2A,gene_family,
TREM2,VSTM2B,gene_family,
TREM2,VSTM2L,gene_family,
TREM2,VSTM4,gene_family,
TREM2,VSTM5,gene_family,
TREM2,CD8B2,gene_family,
TREM2,CD300H,gene_family,
TREM2,CD300LB,gene_family,
TREM2,CD300LD,gene_family,
TREM2,CD300LF,gene_family,
TREM2,CD300LG,gene_family,
TREML1,TREML2,gene_family,
TREML1,TREML4,gene_family,
TREML1,VPREB3,gene_family,
TREML1,VSTM2A,gene_family,
TREML1,VSTM2B,gene_family,
TREML1,VSTM2L,gene_family,
TREML1,VSTM4,gene_family,
TREML1,VSTM5,gene_family,
TREML1,CD8B2,gene_family,
TREML1,CD300H,gene_family,
TREML1,CD300LB,gene_family,
TREML1,CD300LD,gene_family,
TREML1,CD300LF,gene_family,
TREML1,CD300LG,gene_family,
TREML2,TREML4,gene_family,
TREML2,VPREB3,gene_family,
TREML2,VSTM2A,gene_family,
TREML2,VSTM2B,gene_family,
TREML2,VSTM2L,gene_family,
TREML2,VSTM4,gene_family,
TREML2,VSTM5,gene_family,
TREML2,CD8B2,gene_family,
TREML2,CD300H,gene_family,
TREML2,CD300LB,gene_family,
TREML2,CD300LD,gene_family,
TREML2,CD300LF,gene_family,
TREML2,CD300LG,gene_family,
TREML4,VPREB3,gene_family,
TREML4,VSTM2A,gene_family,
TREML4,VSTM2B,gene_family,
TREML4,VSTM2L,gene_family,
TREML4,VSTM4,gene_family,
TREML4,VSTM5,gene_family,
TREML4,CD8B2,gene_family,
TREML4,CD300H,gene_family,
TREML4,CD300LB,gene_family,
TREML4,CD300LD,gene_family,
TREML4,CD300LF,gene_family,
TREML4,CD300LG,gene_family,
VPREB3,VSTM2A,gene_family,
VPREB3,VSTM2B,gene_family,
VPREB3,VSTM2L,gene_family,
VPREB3,VSTM4,gene_family,
VPREB3,VSTM5,gene_family,
VPREB3,CD8B2,gene_family,
VPREB3,CD300H,gene_family,
VPREB3,CD300LB,gene_family,
VPREB3,CD300LD,gene_family,
VPREB3,CD300LF,gene_family,
VPREB3,CD300LG,gene_family,
VSTM2A,VSTM2B,gene_family,
VSTM2A,VSTM2L,gene_family,
VSTM2A,VSTM4,gene_family,
VSTM2A,VSTM5,gene_family,
VSTM2A,CD8B2,gene_family,
VSTM2A,CD300H,gene_family,
VSTM2A,CD300LB,gene_family,
VSTM2A,CD300LD,gene_family,
VSTM2A,CD300LF,gene_family,
VSTM2A,CD300LG,gene_family,
VSTM2B,VSTM2L,gene_family,
VSTM2B,VSTM4,gene_family,
VSTM2B,VSTM5,gene_family,
VSTM2B,CD8B2,gene_family,
VSTM2B,CD300H,gene_family,
VSTM2B,CD300LB,gene_family,
VSTM2B,CD300LD,gene_family,
VSTM2B,CD300LF,gene_family,
VSTM2B,CD300LG,gene_family,
VSTM2L,VSTM4,gene_family,
VSTM2L,VSTM5,gene_family,
VSTM2L,CD8B2,gene_family,
VSTM2L,CD300H,gene_family,
VSTM2L,CD300LB,gene_family,
VSTM2L,CD300LD,gene_family,
VSTM2L,CD300LF,gene_family,
VSTM2L,CD300LG,gene_family,
VSTM4,VSTM5,gene_family,
VSTM4,CD8B2,gene_family,
VSTM4,CD300H,gene_family,
VSTM4,CD300LB,gene_family,
VSTM4,CD300LD,gene_family,
VSTM4,CD300LF,gene_family,
VSTM4,CD300LG,gene_family,
VSTM5,CD8B2,gene_family,
VSTM5,CD300H,gene_family,
VSTM5,CD300LB,gene_family,
VSTM5,CD300LD,gene_family,
VSTM5,CD300LF,gene_family,
VSTM5,CD300LG,gene_family,
CD8B2,CD300H,gene_family,
CD8B2,CD300LB,gene_family,
CD8B2,CD300LD,gene_family,
CD8B2,CD300LF,gene_family,
CD8B2,CD300LG,gene_family,
CD300H,CD300LB,gene_family,
CD300H,CD300LD,gene_family,
CD300H,CD300LF,gene_family,
CD300H,CD300LG,gene_family,
CD300LB,CD300LD,gene_family,
CD300LB,CD300LF,gene_family,
CD300LB,CD300LG,gene_family,
CD300LD,CD300LF,gene_family,
CD300LD,CD300LG,gene_family,
CD300LF,CD300LG,gene_family,
SCN1B,SCN2B,gene_family,
SCN1B,SCN3B,gene_family,
SCN1B,SCN4B,gene_family,
SCN2B,SCN3B,gene_family,
SCN2B,SCN4B,gene_family,
SCN3B,SCN4B,gene_family,
PSG2,PSG3,gene_family,
PSG2,PSG4,gene_family,
PSG2,PSG5,gene_family,
PSG2,PSG6,gene_family,
PSG2,PSG7,gene_family,
PSG2,PSG8,gene_family,
PSG2,PSG9,gene_family,
PSG2,PSG11,gene_family,
PSG3,PSG4,gene_family,
PSG3,PSG5,gene_family,
PSG3,PSG6,gene_family,
PSG3,PSG7,gene_family,
PSG3,PSG8,gene_family,
PSG3,PSG9,gene_family,
PSG3,PSG11,gene_family,
PSG4,PSG5,gene_family,
PSG4,PSG6,gene_family,
PSG4,PSG7,gene_family,
PSG4,PSG8,gene_family,
PSG4,PSG9,gene_family,
PSG4,PSG11,gene_family,
PSG5,PSG6,gene_family,
PSG5,PSG7,gene_family,
PSG5,PSG8,gene_family,
PSG5,PSG9,gene_family,
PSG5,PSG11,gene_family,
PSG6,PSG7,gene_family,
PSG6,PSG8,gene_family,
PSG6,PSG9,gene_family,
PSG6,PSG11,gene_family,
PSG7,PSG8,gene_family,
PSG7,PSG9,gene_family,
PSG7,PSG11,gene_family,
PSG8,PSG9,gene_family,
PSG8,PSG11,gene_family,
PSG9,PSG11,gene_family,
HEPACAM,JAML,gene_family,
HEPACAM,MPZ,gene_family,
HEPACAM,MPZL2,gene_family,
JAML,MPZ,gene_family,
JAML,MPZL2,gene_family,
MPZ,MPZL2,gene_family,
ESAM,VSIG1,gene_family,
ESAM,VSIG8,gene_family,
ESAM,CXADR,gene_family,
VSIG1,VSIG8,gene_family,
VSIG1,CXADR,gene_family,
VSIG8,CXADR,gene_family,
VSIR,VTCN1,gene_family,
HAPLN1,HAPLN2,gene_family,
HAPLN1,HAPLN3,gene_family,
HAPLN1,HAPLN4,gene_family,
HAPLN2,HAPLN3,gene_family,
HAPLN2,HAPLN4,gene_family,
HAPLN3,HAPLN4,gene_family,
NECTIN4,CADM1,gene_family,
NECTIN4,CADM3,gene_family,
NECTIN4,CADM4,gene_family,
CADM1,CADM3,gene_family,
CADM1,CADM4,gene_family,
CADM3,CADM4,gene_family,
SIGLEC11,SIGLEC12,gene_family,
SIGLEC11,SIGLEC16,gene_family,
SIGLEC12,SIGLEC16,gene_family,
HEPACAM2,VSIG10,gene_family,
IGSF11,VSIG2,gene_family,
IGSF11,CLMP,gene_family,
VSIG2,CLMP,gene_family,
SIGLEC8,SIGLEC14,gene_family,
SIGLEC8,SIGLEC15,gene_family,
SIGLEC14,SIGLEC15,gene_family,
SIRPB2,SIRPD,gene_family,
CEACAM4,CEACAM7,gene_family,
CEACAM4,CEACAM16,gene_family,
CEACAM4,CEACAM18,gene_family,
CEACAM4,CEACAM19,gene_family,
CEACAM4,CEACAM21,gene_family,
CEACAM7,CEACAM16,gene_family,
CEACAM7,CEACAM18,gene_family,
CEACAM7,CEACAM19,gene_family,
CEACAM7,CEACAM21,gene_family,
CEACAM16,CEACAM18,gene_family,
CEACAM16,CEACAM19,gene_family,
CEACAM16,CEACAM21,gene_family,
CEACAM18,CEACAM19,gene_family,
CEACAM18,CEACAM21,gene_family,
CEACAM19,CEACAM21,gene_family,
FCGRT,HFE,gene_family,
FCGRT,IGLL5,gene_family,
FCGRT,MICA,gene_family,
FCGRT,MICB,gene_family,
FCGRT,AZGP1,gene_family,
FCGRT,B2M,gene_family,
FCGRT,TAPBP,gene_family,
HFE,IGLL5,gene_family,
HFE,MICA,gene_family,
HFE,MICB,gene_family,
HFE,AZGP1,gene_family,
HFE,B2M,gene_family,
HFE,TAPBP,gene_family,
IGLL5,MICA,gene_family,
IGLL5,MICB,gene_family,
IGLL5,AZGP1,gene_family,
IGLL5,B2M,gene_family,
IGLL5,TAPBP,gene_family,
MICA,MICB,gene_family,
MICA,AZGP1,gene_family,
MICA,B2M,gene_family,
MICA,TAPBP,gene_family,
MICB,AZGP1,gene_family,
MICB,B2M,gene_family,
MICB,TAPBP,gene_family,
AZGP1,B2M,gene_family,
AZGP1,TAPBP,gene_family,
B2M,TAPBP,gene_family,
TMEM25,CD200R1,gene_family,
TMEM25,CD200R1L,gene_family,
CD200R1,CD200R1L,gene_family,
KIRREL1,KIRREL2,gene_family,
IGFBP7,IGFBPL1,gene_family,
IGFBP7,ISLR,gene_family,
IGFBP7,KAZALD1,gene_family,
IGFBP7,LINGO1,gene_family,
IGFBP7,LINGO3,gene_family,
IGFBP7,LINGO4,gene_family,
IGFBP7,LRIG1,gene_family,
IGFBP7,LRIG2,gene_family,
IGFBP7,LRIG3,gene_family,
IGFBP7,LRIT2,gene_family,
IGFBP7,LRIT3,gene_family,
IGFBP7,LRRC24,gene_family,
IGFBP7,LRRN1,gene_family,
IGFBP7,LRRN2,gene_family,
IGFBP7,MDGA1,gene_family,
IGFBP7,MDGA2,gene_family,
IGFBP7,MFAP3,gene_family,
IGFBP7,MFAP3L,gene_family,
IGFBP7,MXRA5,gene_family,
IGFBP7,MYOT,gene_family,
IGFBP7,MYPN,gene_family,
IGFBP7,NEXN,gene_family,
IGFBP7,PALLD,gene_family,
IGFBP7,PDGFRL,gene_family,
IGFBP7,TMIGD1,gene_family,
IGFBPL1,ISLR,gene_family,
IGFBPL1,KAZALD1,gene_family,
IGFBPL1,LINGO1,gene_family,
IGFBPL1,LINGO3,gene_family,
IGFBPL1,LINGO4,gene_family,
IGFBPL1,LRIG1,gene_family,
IGFBPL1,LRIG2,gene_family,
IGFBPL1,LRIG3,gene_family,
IGFBPL1,LRIT2,gene_family,
IGFBPL1,LRIT3,gene_family,
IGFBPL1,LRRC24,gene_family,
IGFBPL1,LRRN1,gene_family,
IGFBPL1,LRRN2,gene_family,
IGFBPL1,MDGA1,gene_family,
IGFBPL1,MDGA2,gene_family,
IGFBPL1,MFAP3,gene_family,
IGFBPL1,MFAP3L,gene_family,
IGFBPL1,MXRA5,gene_family,
IGFBPL1,MYOT,gene_family,
IGFBPL1,MYPN,gene_family,
IGFBPL1,NEXN,gene_family,
IGFBPL1,PALLD,gene_family,
IGFBPL1,PDGFRL,gene_family,
IGFBPL1,TMIGD1,gene_family,
ISLR,KAZALD1,gene_family,
ISLR,LINGO1,gene_family,
ISLR,LINGO3,gene_family,
ISLR,LINGO4,gene_family,
ISLR,LRIG1,gene_family,
ISLR,LRIG2,gene_family,
ISLR,LRIG3,gene_family,
ISLR,LRIT2,gene_family,
ISLR,LRIT3,gene_family,
ISLR,LRRC24,gene_family,
ISLR,LRRN1,gene_family,
ISLR,LRRN2,gene_family,
ISLR,MDGA1,gene_family,
ISLR,MDGA2,gene_family,
ISLR,MFAP3,gene_family,
ISLR,MFAP3L,gene_family,
ISLR,MXRA5,gene_family,
ISLR,MYOT,gene_family,
ISLR,MYPN,gene_family,
ISLR,NEXN,gene_family,
ISLR,PALLD,gene_family,
ISLR,PDGFRL,gene_family,
ISLR,TMIGD1,gene_family,
KAZALD1,LINGO1,gene_family,
KAZALD1,LINGO3,gene_family,
KAZALD1,LINGO4,gene_family,
KAZALD1,LRIG1,gene_family,
KAZALD1,LRIG2,gene_family,
KAZALD1,LRIG3,gene_family,
KAZALD1,LRIT2,gene_family,
KAZALD1,LRIT3,gene_family,
KAZALD1,LRRC24,gene_family,
KAZALD1,LRRN1,gene_family,
KAZALD1,LRRN2,gene_family,
KAZALD1,MDGA1,gene_family,
KAZALD1,MDGA2,gene_family,
KAZALD1,MFAP3,gene_family,
KAZALD1,MFAP3L,gene_family,
KAZALD1,MXRA5,gene_family,
KAZALD1,MYOT,gene_family,
KAZALD1,MYPN,gene_family,
KAZALD1,NEXN,gene_family,
KAZALD1,PALLD,gene_family,
KAZALD1,PDGFRL,gene_family,
KAZALD1,TMIGD1,gene_family,
LINGO1,LINGO3,gene_family,
LINGO1,LINGO4,gene_family,
LINGO1,LRIG1,gene_family,
LINGO1,LRIG2,gene_family,
LINGO1,LRIG3,gene_family,
LINGO1,LRIT2,gene_family,
LINGO1,LRIT3,gene_family,
LINGO1,LRRC24,gene_family,
LINGO1,LRRN1,gene_family,
LINGO1,LRRN2,gene_family,
LINGO1,MDGA1,gene_family,
LINGO1,MDGA2,gene_family,
LINGO1,MFAP3,gene_family,
LINGO1,MFAP3L,gene_family,
LINGO1,MXRA5,gene_family,
LINGO1,MYOT,gene_family,
LINGO1,MYPN,gene_family,
LINGO1,NEXN,gene_family,
LINGO1,PALLD,gene_family,
LINGO1,PDGFRL,gene_family,
LINGO1,TMIGD1,gene_family,
LINGO3,LINGO4,gene_family,
LINGO3,LRIG1,gene_family,
LINGO3,LRIG2,gene_family,
LINGO3,LRIG3,gene_family,
LINGO3,LRIT2,gene_family,
LINGO3,LRIT3,gene_family,
LINGO3,LRRC24,gene_family,
LINGO3,LRRN1,gene_family,
LINGO3,LRRN2,gene_family,
LINGO3,MDGA1,gene_family,
LINGO3,MDGA2,gene_family,
LINGO3,MFAP3,gene_family,
LINGO3,MFAP3L,gene_family,
LINGO3,MXRA5,gene_family,
LINGO3,MYOT,gene_family,
LINGO3,MYPN,gene_family,
LINGO3,NEXN,gene_family,
LINGO3,PALLD,gene_family,
LINGO3,PDGFRL,gene_family,
LINGO3,TMIGD1,gene_family,
LINGO4,LRIG1,gene_family,
LINGO4,LRIG2,gene_family,
LINGO4,LRIG3,gene_family,
LINGO4,LRIT2,gene_family,
LINGO4,LRIT3,gene_family,
LINGO4,LRRC24,gene_family,
LINGO4,LRRN1,gene_family,
LINGO4,LRRN2,gene_family,
LINGO4,MDGA1,gene_family,
LINGO4,MDGA2,gene_family,
LINGO4,MFAP3,gene_family,
LINGO4,MFAP3L,gene_family,
LINGO4,MXRA5,gene_family,
LINGO4,MYOT,gene_family,
LINGO4,MYPN,gene_family,
LINGO4,NEXN,gene_family,
LINGO4,PALLD,gene_family,
LINGO4,PDGFRL,gene_family,
LINGO4,TMIGD1,gene_family,
LRIG1,LRIG2,gene_family,
LRIG1,LRIG3,gene_family,
LRIG1,LRIT2,gene_family,
LRIG1,LRIT3,gene_family,
LRIG1,LRRC24,gene_family,
LRIG1,LRRN1,gene_family,
LRIG1,LRRN2,gene_family,
LRIG1,MDGA1,gene_family,
LRIG1,MDGA2,gene_family,
LRIG1,MFAP3,gene_family,
LRIG1,MFAP3L,gene_family,
LRIG1,MXRA5,gene_family,
LRIG1,MYOT,gene_family,
LRIG1,MYPN,gene_family,
LRIG1,NEXN,gene_family,
LRIG1,PALLD,gene_family,
LRIG1,PDGFRL,gene_family,
LRIG1,TMIGD1,gene_family,
LRIG2,LRIG3,gene_family,
LRIG2,LRIT2,gene_family,
LRIG2,LRIT3,gene_family,
LRIG2,LRRC24,gene_family,
LRIG2,LRRN1,gene_family,
LRIG2,LRRN2,gene_family,
LRIG2,MDGA1,gene_family,
LRIG2,MDGA2,gene_family,
LRIG2,MFAP3,gene_family,
LRIG2,MFAP3L,gene_family,
LRIG2,MXRA5,gene_family,
LRIG2,MYOT,gene_family,
LRIG2,MYPN,gene_family,
LRIG2,NEXN,gene_family,
LRIG2,PALLD,gene_family,
LRIG2,PDGFRL,gene_family,
LRIG2,TMIGD1,gene_family,
LRIG3,LRIT2,gene_family,
LRIG3,LRIT3,gene_family,
LRIG3,LRRC24,gene_family,
LRIG3,LRRN1,gene_family,
LRIG3,LRRN2,gene_family,
LRIG3,MDGA1,gene_family,
LRIG3,MDGA2,gene_family,
LRIG3,MFAP3,gene_family,
LRIG3,MFAP3L,gene_family,
LRIG3,MXRA5,gene_family,
LRIG3,MYOT,gene_family,
LRIG3,MYPN,gene_family,
LRIG3,NEXN,gene_family,
LRIG3,PALLD,gene_family,
LRIG3,PDGFRL,gene_family,
LRIG3,TMIGD1,gene_family,
LRIT2,LRIT3,gene_family,
LRIT2,LRRC24,gene_family,
LRIT2,LRRN1,gene_family,
LRIT2,LRRN2,gene_family,
LRIT2,MDGA1,gene_family,
LRIT2,MDGA2,gene_family,
LRIT2,MFAP3,gene_family,
LRIT2,MFAP3L,gene_family,
LRIT2,MXRA5,gene_family,
LRIT2,MYOT,gene_family,
LRIT2,MYPN,gene_family,
LRIT2,NEXN,gene_family,
LRIT2,PALLD,gene_family,
LRIT2,PDGFRL,gene_family,
LRIT2,TMIGD1,gene_family,
LRIT3,LRRC24,gene_family,
LRIT3,LRRN1,gene_family,
LRIT3,LRRN2,gene_family,
LRIT3,MDGA1,gene_family,
LRIT3,MDGA2,gene_family,
LRIT3,MFAP3,gene_family,
LRIT3,MFAP3L,gene_family,
LRIT3,MXRA5,gene_family,
LRIT3,MYOT,gene_family,
LRIT3,MYPN,gene_family,
LRIT3,NEXN,gene_family,
LRIT3,PALLD,gene_family,
LRIT3,PDGFRL,gene_family,
LRIT3,TMIGD1,gene_family,
LRRC24,LRRN1,gene_family,
LRRC24,LRRN2,gene_family,
LRRC24,MDGA1,gene_family,
LRRC24,MDGA2,gene_family,
LRRC24,MFAP3,gene_family,
LRRC24,MFAP3L,gene_family,
LRRC24,MXRA5,gene_family,
LRRC24,MYOT,gene_family,
LRRC24,MYPN,gene_family,
LRRC24,NEXN,gene_family,
LRRC24,PALLD,gene_family,
LRRC24,PDGFRL,gene_family,
LRRC24,TMIGD1,gene_family,
LRRN1,LRRN2,gene_family,
LRRN1,MDGA1,gene_family,
LRRN1,MDGA2,gene_family,
LRRN1,MFAP3,gene_family,
LRRN1,MFAP3L,gene_family,
LRRN1,MXRA5,gene_family,
LRRN1,MYOT,gene_family,
LRRN1,MYPN,gene_family,
LRRN1,NEXN,gene_family,
LRRN1,PALLD,gene_family,
LRRN1,PDGFRL,gene_family,
LRRN1,TMIGD1,gene_family,
LRRN2,MDGA1,gene_family,
LRRN2,MDGA2,gene_family,
LRRN2,MFAP3,gene_family,
LRRN2,MFAP3L,gene_family,
LRRN2,MXRA5,gene_family,
LRRN2,MYOT,gene_family,
LRRN2,MYPN,gene_family,
LRRN2,NEXN,gene_family,
LRRN2,PALLD,gene_family,
LRRN2,PDGFRL,gene_family,
LRRN2,TMIGD1,gene_family,
MDGA1,MDGA2,gene_family,
MDGA1,MFAP3,gene_family,
MDGA1,MFAP3L,gene_family,
MDGA1,MXRA5,gene_family,
MDGA1,MYOT,gene_family,
MDGA1,MYPN,gene_family,
MDGA1,NEXN,gene_family,
MDGA1,PALLD,gene_family,
MDGA1,PDGFRL,gene_family,
MDGA1,TMIGD1,gene_family,
MDGA2,MFAP3,gene_family,
MDGA2,MFAP3L,gene_family,
MDGA2,MXRA5,gene_family,
MDGA2,MYOT,gene_family,
MDGA2,MYPN,gene_family,
MDGA2,NEXN,gene_family,
MDGA2,PALLD,gene_family,
MDGA2,PDGFRL,gene_family,
MDGA2,TMIGD1,gene_family,
MFAP3,MFAP3L,gene_family,
MFAP3,MXRA5,gene_family,
MFAP3,MYOT,gene_family,
MFAP3,MYPN,gene_family,
MFAP3,NEXN,gene_family,
MFAP3,PALLD,gene_family,
MFAP3,PDGFRL,gene_family,
MFAP3,TMIGD1,gene_family,
MFAP3L,MXRA5,gene_family,
MFAP3L,MYOT,gene_family,
MFAP3L,MYPN,gene_family,
MFAP3L,NEXN,gene_family,
MFAP3L,PALLD,gene_family,
MFAP3L,PDGFRL,gene_family,
MFAP3L,TMIGD1,gene_family,
MXRA5,MYOT,gene_family,
MXRA5,MYPN,gene_family,
MXRA5,NEXN,gene_family,
MXRA5,PALLD,gene_family,
MXRA5,PDGFRL,gene_family,
MXRA5,TMIGD1,gene_family,
MYOT,MYPN,gene_family,
MYOT,NEXN,gene_family,
MYOT,PALLD,gene_family,
MYOT,PDGFRL,gene_family,
MYOT,TMIGD1,gene_family,
MYPN,NEXN,gene_family,
MYPN,PALLD,gene_family,
MYPN,PDGFRL,gene_family,
MYPN,TMIGD1,gene_family,
NEXN,PALLD,gene_family,
NEXN,PDGFRL,gene_family,
NEXN,TMIGD1,gene_family,
PALLD,PDGFRL,gene_family,
PALLD,TMIGD1,gene_family,
PDGFRL,TMIGD1,gene_family,
LSAMP,NEGR1,gene_family,
LSAMP,NTM,gene_family,
LSAMP,OPCML,gene_family,
NEGR1,NTM,gene_family,
NEGR1,OPCML,gene_family,
NTM,OPCML,gene_family,
FGFRL1,IGSF5,gene_family,
FGFRL1,LRRC4,gene_family,
FGFRL1,LRRC4C,gene_family,
IGSF5,LRRC4,gene_family,
IGSF5,LRRC4C,gene_family,
LRRC4,LRRC4C,gene_family,
UNC5A,UNC5B,gene_family,
UNC5A,UNC5D,gene_family,
UNC5B,UNC5D,gene_family,
NRG1,NRG2,gene_family,
NPTN,EMB,gene_family,
IGSF10,LINGO2,gene_family,
CNTN1,CNTN2,gene_family,
CNTN1,CNTN3,gene_family,
CNTN1,CNTN4,gene_family,
CNTN1,CNTN5,gene_family,
CNTN1,CNTN6,gene_family,
CNTN2,CNTN3,gene_family,
CNTN2,CNTN4,gene_family,
CNTN2,CNTN5,gene_family,
CNTN2,CNTN6,gene_family,
CNTN3,CNTN4,gene_family,
CNTN3,CNTN5,gene_family,
CNTN3,CNTN6,gene_family,
CNTN4,CNTN5,gene_family,
CNTN4,CNTN6,gene_family,
CNTN5,CNTN6,gene_family,
PXDN,PXDNL,gene_family,
ALPK2,ALPK3,gene_family,
MYBPC1,MYBPC2,gene_family,
MYBPC1,MYBPC3,gene_family,
MYBPC1,MYBPH,gene_family,
MYBPC1,MYBPHL,gene_family,
MYBPC1,MYOM1,gene_family,
MYBPC1,MYOM3,gene_family,
MYBPC2,MYBPC3,gene_family,
MYBPC2,MYBPH,gene_family,
MYBPC2,MYBPHL,gene_family,
MYBPC2,MYOM1,gene_family,
MYBPC2,MYOM3,gene_family,
MYBPC3,MYBPH,gene_family,
MYBPC3,MYBPHL,gene_family,
MYBPC3,MYOM1,gene_family,
MYBPC3,MYOM3,gene_family,
MYBPH,MYBPHL,gene_family,
MYBPH,MYOM1,gene_family,
MYBPH,MYOM3,gene_family,
MYBPHL,MYOM1,gene_family,
MYBPHL,MYOM3,gene_family,
MYOM1,MYOM3,gene_family,
A1BG,IGSF1,gene_family,
A1BG,IGSF23,gene_family,
A1BG,IL18BP,gene_family,
A1BG,ISLR2,gene_family,
A1BG,LSR,gene_family,
A1BG,MILR1,gene_family,
A1BG,OSCAR,gene_family,
A1BG,TARM1,gene_family,
A1BG,VSIG10L,gene_family,
A1BG,VSTM1,gene_family,
A1BG,ZPBP,gene_family,
A1BG,ZPBP2,gene_family,
A1BG,CILP,gene_family,
A1BG,CILP2,gene_family,
IGSF1,IGSF23,gene_family,
IGSF1,IL18BP,gene_family,
IGSF1,ISLR2,gene_family,
IGSF1,LSR,gene_family,
IGSF1,MILR1,gene_family,
IGSF1,OSCAR,gene_family,
IGSF1,TARM1,gene_family,
IGSF1,VSIG10L,gene_family,
IGSF1,VSTM1,gene_family,
IGSF1,ZPBP,gene_family,
IGSF1,ZPBP2,gene_family,
IGSF1,CILP,gene_family,
IGSF1,CILP2,gene_family,
IGSF23,IL18BP,gene_family,
IGSF23,ISLR2,gene_family,
IGSF23,LSR,gene_family,
IGSF23,MILR1,gene_family,
IGSF23,OSCAR,gene_family,
IGSF23,TARM1,gene_family,
IGSF23,VSIG10L,gene_family,
IGSF23,VSTM1,gene_family,
IGSF23,ZPBP,gene_family,
IGSF23,ZPBP2,gene_family,
IGSF23,CILP,gene_family,
IGSF23,CILP2,gene_family,
IL18BP,ISLR2,gene_family,
IL18BP,LSR,gene_family,
IL18BP,MILR1,gene_family,
IL18BP,OSCAR,gene_family,
IL18BP,TARM1,gene_family,
IL18BP,VSIG10L,gene_family,
IL18BP,VSTM1,gene_family,
IL18BP,ZPBP,gene_family,
IL18BP,ZPBP2,gene_family,
IL18BP,CILP,gene_family,
IL18BP,CILP2,gene_family,
ISLR2,LSR,gene_family,
ISLR2,MILR1,gene_family,
ISLR2,OSCAR,gene_family,
ISLR2,TARM1,gene_family,
ISLR2,VSIG10L,gene_family,
ISLR2,VSTM1,gene_family,
ISLR2,ZPBP,gene_family,
ISLR2,ZPBP2,gene_family,
ISLR2,CILP,gene_family,
ISLR2,CILP2,gene_family,
LSR,MILR1,gene_family,
LSR,OSCAR,gene_family,
LSR,TARM1,gene_family,
LSR,VSIG10L,gene_family,
LSR,VSTM1,gene_family,
LSR,ZPBP,gene_family,
LSR,ZPBP2,gene_family,
LSR,CILP,gene_family,
LSR,CILP2,gene_family,
MILR1,OSCAR,gene_family,
MILR1,TARM1,gene_family,
MILR1,VSIG10L,gene_family,
MILR1,VSTM1,gene_family,
MILR1,ZPBP,gene_family,
MILR1,ZPBP2,gene_family,
MILR1,CILP,gene_family,
MILR1,CILP2,gene_family,
OSCAR,TARM1,gene_family,
OSCAR,VSIG10L,gene_family,
OSCAR,VSTM1,gene_family,
OSCAR,ZPBP,gene_family,
OSCAR,ZPBP2,gene_family,
OSCAR,CILP,gene_family,
OSCAR,CILP2,gene_family,
TARM1,VSIG10L,gene_family,
TARM1,VSTM1,gene_family,
TARM1,ZPBP,gene_family,
TARM1,ZPBP2,gene_family,
TARM1,CILP,gene_family,
TARM1,CILP2,gene_family,
VSIG10L,VSTM1,gene_family,
VSIG10L,ZPBP,gene_family,
VSIG10L,ZPBP2,gene_family,
VSIG10L,CILP,gene_family,
VSIG10L,CILP2,gene_family,
VSTM1,ZPBP,gene_family,
VSTM1,ZPBP2,gene_family,
VSTM1,CILP,gene_family,
VSTM1,CILP2,gene_family,
ZPBP,ZPBP2,gene_family,
ZPBP,CILP,gene_family,
ZPBP,CILP2,gene_family,
ZPBP2,CILP,gene_family,
ZPBP2,CILP2,gene_family,
CILP,CILP2,gene_family,
GP6,ICAM5,gene_family,
GP6,MADCAM1,gene_family,
ICAM5,MADCAM1,gene_family,
FCER1A,FCRL6,gene_family,
FCER1A,FCRLA,gene_family,
FCER1A,FCRLB,gene_family,
FCRL6,FCRLA,gene_family,
FCRL6,FCRLB,gene_family,
FCRLA,FCRLB,gene_family,
AMIGO2,AMIGO3,gene_family,
IL1RAP,IL1RAPL2,gene_family,
IL1RAP,IL1RL2,gene_family,
IL1RAPL2,IL1RL2,gene_family,
SEMA3A,SEMA3E,gene_family,
SEMA3A,SEMA3G,gene_family,
SEMA3A,SEMA4C,gene_family,
SEMA3E,SEMA3G,gene_family,
SEMA3E,SEMA4C,gene_family,
SEMA3G,SEMA4C,gene_family,
SEMA3B,SEMA3F,gene_family,
SEMA3B,SEMA4G,gene_family,
SEMA3F,SEMA4G,gene_family,
INO80C,INO80D,gene_family,
INO80C,INO80E,gene_family,
INO80C,NFRKB,gene_family,
INO80C,TFPT,gene_family,
INO80D,INO80E,gene_family,
INO80D,NFRKB,gene_family,
INO80D,TFPT,gene_family,
INO80E,NFRKB,gene_family,
INO80E,TFPT,gene_family,
